id,comment,label
614,no improvement require,['no improve']
615,after washing the car it comes for polishing cleanliness all of things there have only one person . he has 10 cars for this he not the work . accurately there have only one person for polishing cleanliness . if there have lots of car there should have three people at least for this . there has only one person works lonely tell i am alone for this . i want to work systematically done the polishing cleanliness number wise there should be have two people instead of one .,"[u'polish', 'work']"
616,no improvement require,['no improve']
617,car cleanliness should be done properly,['others']
618,when cleaning the car from inside they should take care of it .,['interior']
619,while cleanness of car they are damage my car completely in black color stain are occurred in my car so when go there second time they should be solve it this problem and take care about it same things not repeat again not only for me but also another customer to .,[u'thing']
620,it is very dirty there should be little bit cleanliness . they only put water . from down side they not clean properly . then they should clean it properly .,[u'clean']
621,in last time service the cleaning was not good . better if will clean more .,[u'clean']
622,should be improved our cars condition and cleanliness and properly cleaning our car inside also out side .,['interior']
623,it is dusty even after cleaning . they do n't even touch the seat interior so it is very dusted .,"['interior', u'clean']"
624,car should be clean properly . water makes should not show on car .,[u'clean']
625,"they are given proper treatment to customer in waiting they should give drop to customer there is only car for drop and it is also not good in condition they should keep drop customer in old car customer cloth also spoil . they make 5000mtr far away the uttam toyota showroom and workshop car are not proper smell comes from it , alco also not proper working so it not happened .",['others']
626,in grand toyota servicing should be in time and also clean in inside properly . they should clean the car properly .,"['interior', u'clean']"
627,while cleaning the vehicle that some of them is supervised the work if they doing properly or not,['work']
628,car washing is not proper . water service was not good must also change the techniques of cleaning . so use new technique for cleaning .,[u'clean']
629,they are not doing there work properly . one time they not clean my car properly . they should give attention at the timing of cleaning the car .,[u'clean']
630,they should be give proper service to customers . if they are pay for your service they must be proper clean the car wash the properly of all the parts of car .,[u'clean']
631,"they should be properly work doing when customer saying them . labor should be properly repaired our car , it should be good for us .","['work', 'staff']"
632,cleanliness should be doing little bit proper and take care about it .,['others']
633,1 \) they have to do the proper interior cleaning especially vacuum cleaning . 2 \) they have to do the polish for exterior black fiber .,"['interior', u'polish']"
634,servicing should be improved if i am giving car for servicing it should not happened like i received car with scratches this is completely unrespectable for me as a customer i thing that toyota had not given proper training to staff like how to handle car . they should appoint one service manager over there to improve the services .,['staff']
635,1 . before delivering the vehicle in charge person should check the vehicle servicing is done correctly or not,[u'charg']
636,they should give attention to cleaning . they follow new technology like they should auto wash the car .,[u'clean']
637,they should increase washing staff . they should clean car from inside .,"['interior', 'staff']"
638,when they deliver the car to the customer that time they clean the car properly . so they waste huge time . they should be already clean the car before delivery . they should do the work completely like cleanliness then the car comes outside .,"['work', u'clean']"
639,washing area department should be improved because in washing it should not take time .,[u'clean']
640,"they cleaned car when customers told them or indicated them but the point is that why customer have to indicate service personnel , they have to check their own and clean car at service point .",['check']
641,after servicing they have to check the car i . e . car is washed check the condition of the car after that car should be given to the customer . they should increase the check point .,['check']
642,they should clean wash car properly . car should check properly when it is hangover . so that they would not get any complaint from customer . there is mud inside the car which should be cleaned properly .,"['interior', 'check', u'clean']"
643,"after servicing they not littlie bit take care about cleaning . cleaning was not done properly . after give the car to the customer they should be check the car from outside and inside , they clean the car properly or not interior cleaning are not doing properly . so they should take care about it . they only clean in outside .","['interior', u'clean']"
644,they had not wash car properly they should do water cleaning properly .,[u'clean']
645,"after washing , they have to clean the vehicle properly .",[u'clean']
646,"they should be properly clean the car also improved it . one day my car accident , then they are not properly cleaned it and not properly put the headlight . i am told them but they are told me again you are coming , after we are repaired it . it should be cleared .",[u'clean']
647,"at servicing time dust and dirt not cleaning properly , we are not comfortable at their servicing .",['others']
648,car service provider should check the car remove it out because there cleanliness is good . from inside outside car is clean .,"['interior', 'check']"
649,they are not doing cleaning and washing properly . it should be looked like cleaned by showroom . if the mechanic do it \? s good . when we buy car how it look same should be there they should look after the cleaning process they should clean only by water and cloth we pay 500 rs for that if they give such servicing then it 's better we do it in home .,[u'clean']
650,"who cleaning the car , they are not clean properly . we want to told them . where cleaning want to done and also while cleaning they not cover the sheel , that 's why in sheel stain are occurs . they should be clean properly and also cover the sheet while cleaning .",[u'clean']
651,"while on service car problem was not completely solved . water wash is not done properly and only body wash is done . inside part of interior , exterior and running board should be properly washed .","['interior', u'clean']"
652,at the time of last servicing they had not clean inside parts . i call to dealership they told me 2nd time we will clean it .,['interior']
653,they are not doing water washing properly,[u'clean']
654,"they clean car only at outside not inside the car , they not did inter work , in some places like door air condition they not clean properly .",['interior']
655,before deliver the car they should check properly . they should be clean properly . one year happening for servicing but in car dust was remain in inside . always in outside has grease marks . which they not clean it . always i want to shouting them then they clean it . this problem happen every time .,"['interior', 'check', u'clean']"
656,they should train staff like how to use machinery how to wash car .,['staff']
657,"they should improve in car condition and cleanness , to my according which their prescribe and other then which have there level of work in cleanness . that \? s why i am not satisfied .",['work']
658,they wash my car but it not cleaned .,[u'clean']
659,their workers are not properly clean and wash our cars .,[u'clean']
660,polishing not done properly . they should be do properly with machine also dust should be clean .,[u'polish']
661,water washing in not good . 2 . interior washing should be developed . 3 . they have to provide the bill paper after servicing,"['interior', u'clean']"
662,after servicing our car they are not properly cleaned it also while they are use the things for cleaning it is also not good . when we are given servicing car then it should be cleaning properly . but it is not like that .,"[u'thing', u'clean']"
663,they should clean car properly . they need to clean glass of car properly .,[u'clean']
664,cleanliness of car to the customer should be proper so customer will be sati \? s filed .,['others']
665,after washing glass it 's remaining same in glass has stain . after washing while sating remains there they should be clean .,[u'clean']
666,they should be improvement in washing of car they are not washing car properly from down side . they should wash properly .,[u'clean']
667,there are not cleaning dust properly . there was dust in car so they should clean the car properly,[u'clean']
668,they are not cleaning the car properly . they are not cleaning car properly from outside also we have to told them about it .,[u'clean']
669,management should be improved . car should be clean easily also not doing washing properly . from inside downside not clean properly .,"['interior', u'clean', 'staff']"
670,after servicing our car they should be properly clean . and also they should not properly the water servicing . it should be properly . when we tell them then only they will do it .,[u'clean']
671,advisor of cleanliness should little bit take care . they done servicing properly but in washing has some problem like they do n't put air cleanliness done less .,['staff']
672,"car washing should be done properly . washing is not good . i told to the manager , supervisor that do the cleaning fast put the water send the car .",[u'clean']
673,after delivering the car to the customer car condition should be proper . in my car which problem is there after serving it occur more problems \? in which condition i had given my car more than they had damaged it . we give the car to wash them that we can also do at home . but we give the car there because for good cleanliness but they clean the car only outside . from inside outside put the water properly should clean the car . but they do n't do it from inside the dust remains like that only .,"['interior', u'clean']"
674,they should clean car properly . they are not washing cleaning properly . they should clean car from internal area also like desk board etc .,"['interior', u'clean']"
675,"while cleanliness of car they should concentrate on one car . they put water on car they see the second , third car . so they lose the concentration . at one time only they should clean the car complete . then neat cleanliness will be done .",[u'clean']
676,after servicing the car they should be properly wash clean the car in inside outside of the car . now they were clean it but they should be clean better .,"['interior', u'clean']"
677,washing should be improvement . they should be look after our car and cleaning it properly,[u'clean']
678,they work properly from the mind heart . they should do cleaning washing properly . they should not be carless .,[u'clean']
679,they should clean the car properly from inside outside but they are not cleaning the car properly then i have to clean my car again when i reach home .,['interior']
680,they should clean car properly . they should car before customer visit over there were there is parts of ac it has dust article so they should clean it . they should improve in cleaning .,"['part', u'clean']"
681,in last servicing they not done the servicing accurately . while delivering the car they should be clean properly . we pay the charges so they done the work in same manners .,"[u'charg', u'clean']"
682,"after doing the servicing cleanliness was good but , they have to improve the cleanliness .",['others']
683,"while cleaning the car , after washing they not clean the stain , its remains like that only also not clean it . after washing i had complete them . supervisor should check it . there is stain on wheel so they should use cloth there should supervision for this work .","['work', u'clean', 'staff']"
684,they should clean car properly . if any customer saw the car so they feel like car coming from showroom .,[u'clean']
685,staff should have knowledge about cleaning the car,['staff']
686,they should see the car that it is clean properly or not before giving it to customer . they should clean the glasses after wash with water . they should clean car properly .,[u'clean']
687,while water servicing they must clean the interior and outer parts of the body properly,['interior']
688,they should clean the car properly .,[u'clean']
689,they should pay attention at the cleaning of car . supervisor should check the car wether it is cleaned properly or not . after servicing .,"[u'clean', 'staff']"
690,service center staff should do their work perfectly with care .,['staff']
691,water service was not properly done . gear parts was not properly cleaned . tire tube was punchier and all air was leaked out . i told them about that but they did n't service the same . toyota has a good name in market hence the vip purchase these so they must service properly . we only take car and drive so they must properly check all these things,"['part', 'check', u'clean']"
692,they have to improve cleanliness washing after servicing .,[u'clean']
693,"the cleanliness is not good after servicing so , they have to improve it .",['others']
694,cleaning should be doing properly it 's compulsory . which cleaning done like local service center compare to them they doing wrist cleaning .,['others']
695,they should take trial of customer complained if they found problem then they should solve it customer should get proper return . the staffs who are doing servicing they should take watch on them that they are cleaning the car properly or not . after that they should take trial of the car that customer all complaint are solved or not .,['staff']
696,checking quality control . somebody to checking all the conditions of the car before they sent back .,['check']
697,they should clean the car properly .,[u'clean']
698,"workers should work properly . the supervisor should be up to date , like before giving the car back he should properly cleaned washed or not .","[u'clean', 'staff']"
699,they clean the car properly in side .,[u'clean']
700,"while servicing they mot done the proper water service . they cleaned only glass , the under part of car was not cleaned properly it was fully dirty . so here they need to improve the service","['part', u'clean']"
701,"washing should be improvement . water servicing and polish should be properly . after servicing our car it should be looked like a new car and also our feeling a new car . i suggested them they should be work in peaceful , it will be good . they thought 150 cars are servicing immediately . that is why they are not properly doing it .","[u'polish', 'work', u'clean']"
702,before delivering the vehicle they have to verify with other technician regarding condition of the vehicle,['others']
703,after servicing our car then they are not properly cleaning it . they should be cleaning inside the car and down side of the seat . if they are properly cleaning our car then it is nice looking .,"['interior', u'clean']"
704,"after servicing our car it remains look like as it is only . they should more concentrate on it and do the work . after servicing , the executive should be test the car and returned to the customer , if it not cleaning properly , the executive should be told the workers and again should be clean it","['work', 'staff']"
705,"service should be more improved water servicing should be properly cleaning it is no problem to they are taken additional amount , but they are giving generally service so , it should be improved which they additional amount they taken there is no problem , but good service should be given .",[u'clean']
706,while learning the car they should give more attention . they will handle the car while servicing carefully properly handle,['others']
707,they should maintain the vehicle like their,['others']
708,they should give the car in committed time . they should follow the instructions that why they should be solve the customer problem .,['others']
709,they not clean car dicky properly at the time of servicing . they are cleaning car from inside always they miss something .,"['interior', u'clean']"
710,"in last service nothing was good they have not clean the car properly , i had taken the picture of the car from inside and send it to the manager . the place where they clean the car the supervisor should be available so that he can check the car before delivery the car .","['interior', 'staff']"
711,infant of us they cleaning of the car . but behalf they are not doing properly cleaning,['others']
712,"servicing should be at committed time , all services they should be doing neat and clean also it ok .",[u'clean']
713,"they should be cleaning properly they put greece then its stickked dust . they are washing our car , but not cleaning it properly .",[u'clean']
714,"while they are cleaning our car then they should be cleaned it outside and also inside our car . if cars seats are tore , then it should be removed . while they are washing our car then they should be used clean water avoid used it dirty water . while they are servicing our car then they should be checked our cars nut bold . if it alignment doing it then checking it pitching sound .","['interior', 'check', u'clean']"
715,car should be clean properly .,[u'clean']
716,vaccum should be done properly car should be neat .,['others']
717,they are not cleaning the interior and superior under body parts properly . 2 . they have to improve the water washing,"['interior', u'clean']"
718,after washing they should clean while using cloth they use chemicals after that spot was occur in the glass .,[u'clean']
719,all equipment 's are available over there but staffs not there have knowledge how to use it they are not trained properly the should training to them they should trained how to talk with customer and how to wash the car they should have fear of senior and junior .,['staff']
720,"while servicing time mark and stain , sticker should be not remaining they should be doing clean properly .",['others']
721,they should little bit take care on this they should doing the cleanliness with at customer tall them its mean customer not has to tell anything reentry toyota should properly take care about cleanliest .,['others']
722,"they should be clean all the interior parts of car and dashboard , window glass . while servicing them should use body cover they should be properly cover the car because the greens , oil stain not remain on other parts of car .","['interior', 'part']"
723,they are not doing work carefully servicing car not properly neat and cleaning . i they are not doing properly then were doing it properly . hence they should be doing all work properly,['work']
724,car washing should be proper .,[u'clean']
725,after servicing at door side the car reaming dark spot that is why it should be properly cleaned,['others']
726,"they are not properly clean our car , after servicing our car dark spot reaming our car . how i want but they didn \? t clean our car",[u'clean']
727,after servicing they have to cleaning and condition of the vehicle so he properly,[u'clean']
728,they not clean the car properly . they don \? t have the machine to clean the car form down side .,[u'clean']
729,they did not done water washing properly . so they have to improve it,[u'clean']
730,they have to improve the cleanliness after the vehicle servicing .,['others']
731,they have to improve water washing and interior cleaning .,['interior']
732,they have to improve more in cleaning the vehicle .,[u'clean']
733,they are not cleaning properly . 2 . they have to improve the water washing,[u'clean']
734,no improvement require,['no improve']
735,1 . they have to clean properly interior parts of vehicle they have to do water washing properly,['interior']
736,they should was car properly . if we complaint car is not clean properly then they are not listening .,[u'clean']
737,"after servicing they are not properly cleaning our car , it should be improvement .",[u'clean']
738,washing should be done properly,[u'clean']
739,they have to check the vehicle before delivering to the customers .,['check']
740,no improvement require,['no improve']
741,should be properly cleaning and washing our car .,[u'clean']
742,they should be properly doing interior claim,['interior']
743,quality of cleaning and washing should be improvement . if there more load of works then they are not properly doing work . staff should be increased . final touch should be proper . cars body parts should be cleaning properly also staff should be improvement . they should be put the grease . there should be separate department .,"['work', u'clean', 'staff']"
744,we leave the car at service centre at the same condition they give the car . they do proper work for water service,['work']
745,water service they should clean proper the many in the car .,[u'clean']
746,when i give my car for servicing after the servicing i watch some dust particles under the seat .,['others']
747,"the condition of cleanliness was not good . they need to appoint good experience staff for service . on first service they not done the clean service so again i called them dropped my car for re service , it was not good . so they should have a good experience staff for clean service .","[u'clean', 'staff']"
748,workers are not understand how it is cleaning and washing . inside the car dirt \? s are remaining as it is before servicing our car . their workers are not understand how is put the mat inside the car . washing and cleaning our car is very important for servicing .,"['interior', u'clean']"
749,my last servicing time they not properly wash and clean my car .,[u'clean']
750,they must fix the small problem informed by us . they do n't give attention towards that and do servicing . while driving have to face the same problem . they must first fix the problem and then take a test drive .,['others']
751,"which have washing servicing . which is they no properly doing , because in my last 3 servicing every time 1 complained their they told me in next servicing they provide free service . but they did n't do it . before hand over the car their engineer should check the car completely . after washing should be had no dust in car cleanliness should be completely .","['check', u'clean']"
752,"while servicing they are not properly washed our car , inside the car and seats under parts are not cleaning properly , while washing , also they are damaged some parts , they taken till 10 minutes to wash our car , dust and dirt remaining our car . hence they should be properly doing this work .","['interior', 'work']"
753,"three times i given my car for servicing , but , they are not properly wash my car till three services . body marks not properly saw my car . every time i told them . last service time i told to the manager , he promised me next service we doing properly , but they did as it is only",['staff']
754,"after servicing they are not properly cleaning my car , so , it should be improvement .",[u'clean']
755,car should be clean properly also polish should be done properly .,[u'polish']
756,while cleanliness they should clean properly an inside the car . vacuum should be doing proper and polishing also . they should deliver the car neat clean .,"['interior', u'polish', u'clean']"
757,they are not washing the car properly . they should wash the car properly carefully .,[u'clean']
758,which servicer serviced my car i will request him that several time he should stand on chair and find the car is ok or not . i watched that after 10000km my mat lubricant is black . i have taken 20000km premium interior wash and 20000 servicing . i expect that my car will washed . at that time sit cover also riped they did not supervise on that . service provider staff are very poor . company should remove the manager and appoint new staff .,"['interior', 'staff', u'clean']"
759,"they should clean properly body of car , after servicing they should check one more time the car to take right check drive because we note such thing in rainy season .",['check']
760,after servicing they gave me car in very bad condition . it was full of dust not clean it have full of white colour power .,['others']
761,there was some black color dirt on my seat cover even after cleaning or servicing time . the staff should check the car once after servicing . the dirt should not remain even after washing .,"['staff', u'clean']"
762,location is not good . and car polish as not done they had hand over to me . before hand over the car they should done everything .,[u'polish']
763,"they not done the cleanliness properly , we had to told them again and again about cleanliness . in this should be improve and also service advisor should be check the car .",['staff']
764,car interior was not clean .,['interior']
765,"for quick delivery purpose they not did work properly , if they delivered quickly then they must do work proper manner .",['others']
766,they should proper care about cleanliness . because in last servicing also didn \? t used vacuum . they didn \? t done proper cleaning .,[u'clean']
767,lower part diki and inside portion should be clean .,['interior']
768,once the worker finishes there work it \? s the responsibility of advisor to recheck the service and to inform the customers . only complaint of cleaning purpose itself .,"[u'clean', 'staff']"
769,they have to improve the water servicing and cleanliness .,[u'clean']
770,precisely service centre was small then also there are doing servicing properly . but know they are not doing servicing properly .,['others']
771,we had notice that main cars comes to the service centre also people are changing . we are paying charges so cleaning washing should be done properly . it should look like showroom car . which the baring they do they go inside the car like that only the darks are remains like that only . while cleaning the car they should use good quality cloth .,"['interior', u'charg']"
772,need to clean the vehicle properly,[u'clean']
773,"after servicing my car they are not properly washed it , they are given to at private service centre , at private centre workers are not serviced , they are only sprayed it . dust and dirt remains as it is . i will complain many times about problems of washing , but they are not response for me . hence washing should be improvement .","[u'clean', 'staff']"
774,"they should concentrate on staff which cleanilessed they done , which was proper or not .",['staff']
775,"they should be cleaned our cars overall parts , also without customers information workers should do by themselves",['staff']
776,i visit the service centre for water service they did not service properly at bottom engine . i raised the complaint at 2 times after that they did the work . they must do water was for all the parts .,"['part', 'work']"
777,"they are washing the vehicle at the time of delivering the vehicle , instead of that they have to clean the vehicle before delivering .",[u'clean']
778,"after servicing our car and ready for it , then there 2 to 3 workers are there , they used same material for dash board polishing and polishing our car , hence our car we are not able to see light . when i had given my car at the time of last servicing they put the grease on the mat .",['staff']
779,"sometimes when i went for cleaning my car i have to show them where to clean . they have polished my car but after polishing i have seen a scratch in the car . this kind of problem was there . and i have seen this kind of things many times , and i have caught them 2 or 3 times . i have kept my car there for 2 or 3 days and after 2 or 3 days i have taken it but after that i have seen that they have not polished it well . then i have polished it and taking it out .","[u'polish', u'clean', u'thing']"
780,the cleanliness is not good . there should be a difference between local mechanics and showroom staff but they are doing the servicing like outside mechanic people . they need to take care of the vehicle,['staff']
781,while cleaning the car from inside if they clean with vacuumed cleaner properly it should be good for us .,['interior']
782,they have to clean the inner parts of the vehicle properly .,['part']
783,car needs to be washed properly .,[u'clean']
784,washing is very bad . wash the car properly so that customer does not have to complaint about it .,[u'clean']
785,"after servicing our car they are not properly washed our car , inside and outside . dirt \? s and dirt remaining as it is . many times i complained about washing the car . hence washing should be proper .","['interior', u'clean']"
786,at the time of last servicing they not clean my car properly . they should wash car properly . they should improve cleaning .,[u'clean']
787,not properly servicing my car also my car engine not properly washed . hence all service should be proper .,['others']
788,car cleanliness should be done properly .,['others']
789,dealership should intimate to staffs to wash the car properly . car purchase processing was transparent but towards the servicing i did not get proper service . when i got the call from mumbai i told them to arrange a smoking zone at this dealership as like airport .,[u'clean']
790,dealership people do n't do the cleaning properly . in cleaning they do n't concentrated properly . every time its remain some were . so we have to tell them again again do the work . they also are in hurry .,"['work', u'clean']"
791,interior of car should be cleaned properly but they do n't do it . the number of quantity should be high it should be cleaned as fast as they can cleaning should be proper and even desk board should be cleaned .,['interior']
792,how many times i said car needs to be cleaned properly from inside . but they said that you need to pay separate charges for that this is not our job .,"['interior', u'charg']"
793,after car servicing they should check the car once again . neatly cleanliness is done car inside dash board polishing is not done properly on car glass darks remains like that only .,"['interior', 'check']"
794,the car needs to be more clean . interior part should be clean and the lower part also should be clean means it would be good if the job is done properly .,"['interior', u'clean']"
795,an in charger should observe about the cleanliness of the vehicle .,['others']
796,after servicing they kept the car an out side and when we go there to bring our car . that time in it had dust and like that they given car . they should clean the car properly then give back .,[u'clean']
797,clean needs to be done properly . only they clean with water but they do not clean with cloth when they do polishing charges should be low . product use age should be properly done .,"[u'charg', u'clean']"
798,car should be completely check . like battery also should be check .,['check']
799,they did not clean the car properly and the outer part also they did not clean properly . i have told the staffs about this and they have told me that we cannot do more than this .,"['part', 'staff']"
800,on service center should be have one person who checked car servicing proper or not like . car cleanliness or condition of car .,['check']
801,water service is not good . they have not cleaned under the seats . this must be improved .,[u'clean']
802,every time they not done the washing properly . they done the cleaning an inside properly but not an outside . water stair was remained in glass and also polishing was not accurate . in last servicing i complained . so i had to gone their again then also they not washed properly .,"['interior', u'polish', u'clean']"
803,"they washing the car well on top of the car , but beneath the car near by tyre side they are not cleaning properly . i was told them many times but they did not . so i went other service for one time . so they have clean all over the car properly .",[u'clean']
804,they should clean properly an inside a car .,['interior']
805,they have not washed my car properly . if they washed it properly and concentrate on washing then it would be good .,[u'clean']
806,1 . when the vehicles etios liva had increased they are not giving the quality servicing 2 . they have to do water washing and cleanness properly 3 . they have to increase the staff ans mechanics,"[u'clean', 'staff']"
807,"while servicing our car they are not properly washed our car , washing is very important for servicing , hence , good workers should be appointed specially for washing our car .",['staff']
808,"they do only routine work . if we tell to them anything they accept it but ca n't do . if i remember to them then to they not do work , after that they take back to my car did it . before remember work they must do it .",['work']
809,whatever problem is there they must be inform to us . if we ask to them after that they ready to tell us . without asking anything they must be inform to us they should be open minded .,['others']
810,before delivery the car needs to be washed properly . service advisor needs to check the car before delivery before making the bill .,"[u'clean', 'staff']"
811,there staff \? s are on contracted base or they are not getting their salary properly . so that they are not washing car from contract or they should increase the rate of contract . there should be one supervise to check the cleaning the staff are doing properly or not .,"[u'charg', 'staff']"
812,checking needs to done properly . glass needs to be cleaned properly . once or twice i said them to clean after that they clean . in front of the customer if they clean it will not satisfy the customer needs and there should be change in staff .,"['staff', 'check', u'clean']"
813,they not clean car properly . at the time of washing the car they should provide one supervisor .,"[u'clean', 'staff']"
814,actually the executive needs to check the car properly . because we are paying 3000 10000 for servicing . even for 100rs also the man will clean the car properly but after paying this much amount also they are not cleaning properly .,['check']
815,i don \? t like their way of washing the car . they should guide them how to do the work . they are not doing the work by the serial no . the staffs didn \? t notice that i was watching everything whatever they are doing . after the work they have told me that they washed my car with the vacuum cleaner but i have seen that they did not use vacuum cleaner they use blowing wind . i want they clean properly inside the car .,"['staff', 'interior', 'work']"
816,when they return our vehicle to us that time they should check weather vehicle is properly clean or not . if vehicle is not properly clean they should be clean it very well .,"['check', u'clean']"
817,before returning they should clean the car properly . they should improve the service . many staffs are change . they should keep more efficient staff and a good mechanic .,"[u'clean', 'staff']"
818,i could n't say anything about it you should checked out .,['check']
819,this you people should know how to stay with client . they should behave well with clients . they should understand and know that their client should be satisfied .,['others']
820,they do not clean the glass of windows properly . also the rubber on the glass is not cleaned properly . it would be good if they do not do the work in hurry and do it patiently .,['work']
821,some times they are not properly cleaning our car . inside the car dirt remaining . if we are told them then also they are cleaning it properly .,"['interior', u'clean']"
822,"after servicing they should be properly washed our car . we say to technician about the problem but they do not identified . while servicing they should understand the problem of the car without said by the customer . the dust remains the same after washing the car , so it needs to be cleaned properly .",[u'clean']
823,interior should be clean properly as compare to exterior,['interior']
824,1 \) if you are washing the car then it should be shine . it should feel like it is wash . 2 \) they are not keep mat properly . they keep left on right side right on left side . so they should keep it right . 3 \) they should check car interior properly . dust should be not there so they should check it .,"['interior', 'check', u'clean']"
825,"they are doing water wash service but the interior parts are not cleaned properly . this service was not done by dealership this was mostly done by outside staff , so they are doing what they know","['interior', 'staff']"
826,"they not concentrated in cleanliness and polishing also , which they done in last those things they should done first like car ok or not we had to told them . which work will be doing .","[u'thing', 'work']"
827,they are not cleaning the car from inside . we have to tell them i had given complaint also . they are taking rs . 1800 for cleaning . so they should do there work properly .,"['interior', u'clean']"
828,like me they have thousands of customers whom they don \? t pay attention . for inter cleaning i told them personally that you have not done inter cleaning of my vehicle properly . before that also i had complaint for inter cleaning of car . for inters cleaning i gave my car again for cleaning and now this time also they did the same . while returning car to the customer before that they should re check the car by their service advisor then they should give car to customer . they should appoint an assistant for this who will 100 check the cleaning of vehicle .,"['staff', 'check']"
829,lanson dealership have to improve their water wash service main interior and other parts needs to be clean properly . comparing to mahindra company toyota company water wash is not good .,"['interior', u'clean']"
830,"1 \) while delivering the car on it had stain and hand prints , it should be checked , should be concentrate on it . 2 \) we had to pay rs . 800 900 for washing so they should washed according in it .","['check', u'clean']"
831,after servicing they should clean the car properly,[u'clean']
832,they should clean the car from inside .,['interior']
833,interior part of car needs to be cleaned behind the seat car also needs to be cleaned .,['interior']
834,they should be washing the car properly .,[u'clean']
835,"after servicing the car the supervisor should check the car washed properly or not , and even customer to get the facility once again to check is own car , if the customer satisfied then he take as per his decision . if he is not satisfied then the problem should be solved .",['staff']
836,service center dealership is good but the washing is not good . they must concentrate on there too .,[u'clean']
837,interior should be neat and clean,['interior']
838,"they will not properly cleaning our car , when we say , that time they do . hence cleaning should be improvement .",[u'clean']
839,cleaning ad time take should be improve . they don \? t fully clean our car . there should be supervision on staff who does cleaning ad when our car is under service . they should check the car then only they should return the car to customer .,"['staff', 'check', u'clean']"
840,water service need to be more improved it will good for us .,[u'clean']
841,before they delivered the car . they should check that the car was properly cleaned or not . the car should be checked by a senior supervisor . charges were very high if they reduce the charges then it would be better . they have taken 5000 for my car servicing if they take 3000 instead of 5000 then it would be good .,"['check', u'charg', 'staff']"
842,when we gave for service they have to do complete service . last time i gave them for ac service they also done charged 12000 rs for that service however after 1 week again i got an issue on ac the cooling is very low .,['others']
843,"after servicing they should concentrate about customers complaint on car logo had lots of dust , they should clean it . toyota logo should be away clean",['others']
844,which feedback call we get and told them which which place cleaning was required they cleaning those place they should checked when customers given a complaints .,['check']
845,they have to clean the vehicle properly after servicing .,[u'clean']
846,"when we service the car they not served every time in the car wheel alignment , so i have to serviced the outside for the same purpose . lanson dealership by default should be doing this work every time .",['work']
847,"after servicing , the car needs to be checked on cleaning . mostly the cleaning is not done properly . while we are going for servicing the car should be cleaned thoroughly .","['check', u'clean']"
848,they are not doing water service properly its like they are taking cloth wash it .,[u'clean']
849,their manager should checked the car properly like cleanliness was done proper or not .,['staff']
850,waiting time should be less .,['others']
851,"before they do water wash properly . but now they do with the help of spray , so instead of using spray should be clean with water only .",[u'clean']
852,"i dont like they cleaning our car , so the cleaning needs to be improved .",[u'clean']
853,"after servicing our car then they are not washed properly we are given other charges for washing , if they are not properly washed our car then dust remains it and comes it insects .",[u'charg']
854,for cleaning they are doing well inside however the outer side was little dirty,['interior']
855,"ram is more important . they do n't available millennium toyota ram there . the car washing things they do n't available there . they are not cleaning for the bottom of the car , so mud remains like that only . suppose now it is summer season but in monsoon , it is create big problem because it is do n't some bottom side may be possibility chesses will be glitterested , second thing they have not having facilities for balance alignment of the tire at showroom .",[u'thing']
856,there should be improvement in cleaning of car . washing department needs to be improved . in servicing the clean what they do may be compared to home wash also . even my village servicing is good as compared to here .,[u'clean']
857,washing should be improvement .,[u'clean']
858,"cleaning should be improving . if customer showed which place for cleaning then they should be cleaned properly , and after should be showed to the customer",[u'clean']
859,improvements are needed in cleaning of car . this people don \? t do washing of car properly . infinium toyota does cleaning of full car from outside but from inside they don \? t clean vehicle . they don \? t clean vehicle on places where truly cleaning is required in car . i was having old innova which they were cleaning properly from inside too but now they don \? t do cleaning from inside of car . from when i have purchased new innova they make excuses to clean . i have only problem in cleaning of vehicle .,"['interior', u'clean']"
860,"most of the time clean use to be said from our side . outside cleaning , interior cleaning used to be said by us . this needs to be taken care from the cantes .",['interior']
861,"if they changed car seat track , so they should tied a bolt .",['others']
862,"cleaning should be improvement and interior and under parts should be cleaning properly . they used only water for cleaning , hence it should be improvement","['interior', u'clean']"
863,they should clean the vehicle properly and should concentrate on the cleaning of engine,['others']
864,they should clean the vehicle properly .,[u'clean']
865,they must have the list of servicing they done on our vehicle which must have the problems of the vehicle so they should solve the problems as per the list .,['others']
866,after servicing if the car is more clean then it would be better .,[u'clean']
867,"they are not properly water servicing our car . they used only two bottles of water for cleaning , so dirt remain at gaps of the car . hence they should properly washed our car .",[u'clean']
868,after cleaning our car dirt remained our car also stains remain on the door glass .,['others']
869,"not properly cleaning my car and while they are cleaning my car then they are cutted my cars one sides boarder , hence cleaning should be improvement .",['others']
870,they should clean the vehicle properly .,[u'clean']
871,"the drivers don \? t know that is the service is proper or not . washing is not done properly . we are paying 5000 10000rs bill so it should be done properly . this service should be improved . the contractor should check the supervisor work in service center . the company should have a staff from complaint itself for appointment purpose . one worker can \? t handle full work . cleaning , polish tier dashboard cleaned or not should be checked properly for 10 vehicles also .","['work', 'staff', 'check', u'clean']"
